verb,noun,item,n_kwics,coll_freq,logDice,usage,noun_concreteness,noun_synset_len,verb_synset_len,snd3,snd10,snd25,snd50,queried_by_verb,queried_by_noun,n_nouns_for_verb,n_verbs_for_noun
inflate,sale,inflate sale,100,380,2.82,inflate sales,3.37,5,5,154.6,242.39,283.58,307.71,1,0,78,8
inflate,score,inflate score,100,681,3.93,inflate scores,3.38,11,5,167.83,233.52,262.1,278.42,1,0,78,6
inflate,sense,inflate sense,100,260,0.91,inflated sense of,2.61,5,5,206.76,300.07,335.13,356.84,1,0,78,11
inflate,sheet,inflate sheet,100,173,2.67,inflate their balance sheets,4.93,8,5,140.04,200.46,227.33,241.42,1,0,78,5
inflate,significance,inflate significance,100,163,3.29,inflate the significance of,1.68,3,5,103.78,157.26,182.86,195.59,1,0,78,1
inflate,size,inflate size,100,692,3.29,inflate the size,3.13,5,5,173.15,273.77,321.77,346.77,1,0,78,3
inflate,stat,inflate stat,100,439,5.4,stats are inflated,3.19,0,5,27.233,37.896,41.389,43.228,1,0,78,2
inflate,statistic,inflate statistic,100,576,4.93,inflate statistics,2.88,1,5,53.489,77.615,86.936,91.911,1,0,78,2
inflate,stock,inflate stock,100,289,3.01,stock was artificially inflated,4.19,17,5,126.63,186.3,217.83,237.29,1,0,78,7
inflate,supply,inflate supply,100,1129,4.7,inflating the money supply,3.43,3,5,118.76,179.4,208.2,224.52,1,0,78,5
inflate,threat,inflate threat,100,244,2.25,inflating the threat,2.52,4,5,184.42,279.11,309.64,325.29,1,0,78,8
inflate,tire,inflate tire,100,5023,8.55,tires inflated,5.0,1,5,59.559,101.77,118.78,127.9,1,0,78,4
inflate,total,inflate total,100,425,3.78,total is inflated,2.8,2,5,133.07,201.04,230.78,249.92,1,0,78,3
inflate,tube,inflate tube,100,536,4.85,inflate the tube,4.82,5,5,114.82,187.52,223.22,243.88,1,0,78,4
inflate,valuation,inflate valuation,100,262,5.29,inflated valuations,2.08,2,5,65.781,97.343,110.09,117.15,1,0,78,1
inflate,value,inflate value,100,3496,4.19,inflate the value,1.62,6,5,204.29,287.34,318.64,334.81,1,0,78,21
inflate,vest,inflate vest,100,209,5.26,inflate the vest,4.52,2,5,47.68,72.336,87.236,100.39,1,0,78,1
inflate,view,inflate view,100,177,0.71,inflated views,3.21,10,5,225.92,335.06,380.85,402.91,1,0,78,14
inflate,volume,inflate volume,100,203,2.32,inflate the volume,3.07,6,5,182.32,251.11,275.8,289.42,1,0,78,1
inflate,wage,inflate wage,100,226,3.64,inflated wages,3.79,1,5,52.345,74.4,85.397,93.429,1,0,78,5
inflate,way,inflate way,100,652,0.21,inflate their way,2.34,12,5,244.04,355.4,397.34,421.07,1,0,78,38
inflate,wing,inflate wing,100,174,3.14,inflate their wings,4.86,11,5,178.97,258.26,286.62,300.31,1,0,78,5
inflate,worth,inflate worth,100,156,3.03,inflated the worth,1.89,3,5,119.62,167.12,185.19,194.17,1,0,78,1
invade,alien,invade alien,100,1358,6.08,invading aliens,3.52,3,4,78.966,120.34,139.53,151.46,1,0,55,3
invade,area,invade area,100,5006,4.47,invaded the area,3.72,6,4,263.68,404.24,463.02,501.91,1,0,55,24
invade,army,invade army,100,12205,8.37,invading army,4.7,3,4,127.38,213.56,259.99,294.17,1,0,55,8
invade,body,invade body,100,3552,4.74,invade the body,4.79,11,4,237.41,335.77,373.18,393.77,1,0,55,40
invade,brain,invade brain,100,762,4.47,invade the brain,4.69,5,4,120.31,177.7,212.37,233.34,1,0,55,8
invade,cell,invade cell,100,3474,5.75,invading cells,4.44,7,4,151.64,244.74,286.69,309.52,1,0,55,11
invade,city,invade city,100,2731,4.91,invaded the city,4.79,3,4,196.98,329.78,410.83,452.11,1,0,55,11
invade,community,invade community,100,1204,3.28,invaded the community,3.52,6,4,214.58,316.13,353.91,376.42,1,0,55,12
invade,country,invade country,100,19298,7.23,invaded the country,4.17,5,4,173.56,276.1,341.96,389.05,1,0,55,12
invade,dream,invade dream,100,1157,4.47,invaded my dreams,2.6,6,4,147.1,213.55,239.31,254.22,1,0,55,8
invade,earth,invade earth,100,4462,7.08,invade Earth,4.8,7,4,148.47,254.46,304.88,330.38,1,0,55,5
invade,empire,invade empire,100,757,5.15,invading empire,3.0,5,4,145.36,220.29,250.81,270.87,1,0,55,3
invade,enemy,invade enemy,100,834,4.23,an invading enemy,2.83,4,4,148.22,227.71,259.5,276.9,1,0,55,13
invade,field,invade field,100,1024,3.63,invaded the field,4.26,17,4,244.0,344.01,383.08,400.82,1,0,55,12
invade,force,invade force,100,10423,6.74,invading forces,3.0,10,4,126.65,244.96,289.46,319.69,1,0,55,11
invade,habitat,invade habitat,100,950,5.29,invaded habitats,3.9,1,4,105.9,163.09,200.04,222.44,1,0,55,1
invade,home,invade home,100,7749,4.99,invade your home,4.11,9,4,239.73,352.55,396.94,419.06,1,0,55,14
invade,horde,invade horde,100,1227,6.33,invading hordes,3.7,3,4,80.335,130.35,150.93,162.79,1,0,55,3
invade,house,invade house,100,2329,4.38,invade the house,5.0,12,4,207.43,310.94,359.63,394.2,1,0,55,10
invade,island,invade island,100,2660,6.33,invaded the island,4.96,2,4,189.15,307.78,376.84,415.1,1,0,55,3
invade,kingdom,invade kingdom,100,1367,6.0,invaded the kingdom,3.76,6,4,162.41,240.87,276.42,295.08,1,0,55,1
invade,land,invade land,100,5562,6.1,invaded the land,4.57,11,4,211.49,302.04,339.59,359.75,1,0,55,10
invade,life,invade life,100,2688,3.3,invade our lives,2.69,14,4,228.25,333.37,374.48,396.14,1,0,55,27
invade,market,invade market,100,729,2.85,invaded the market,4.7,5,4,166.28,245.6,289.22,311.24,1,0,55,22
invade,mind,invade mind,100,2480,4.99,invaded his mind,2.5,7,4,197.15,276.78,313.43,334.55,1,0,55,16
invade,mouth,invade mouth,100,776,4.66,invaded his mouth,4.74,8,4,171.28,251.18,292.8,315.3,1,0,55,6
invade,nation,invade nation,100,3147,6.02,invading nations,3.62,4,4,184.3,283.92,326.37,356.89,1,0,55,5
invade,neighbor,invade neighbor,100,959,5.34,invade their neighbors,4.64,2,4,114.49,199.16,231.07,246.99,1,0,55,1
invade,organism,invade organism,100,1075,5.67,invading organisms,4.16,2,4,95.702,157.95,191.23,211.53,1,0,55,2
invade,part,invade part,100,1587,1.78,invaded parts,3.29,12,4,237.04,382.12,430.05,454.33,1,0,55,30
invade,pathogen,invade pathogen,100,1988,6.91,invading pathogens,3.59,1,4,55.86,93.559,118.24,133.39,1,0,55,2
invade,pitch,invade pitch,100,1357,5.76,invaded the pitch,4.0,10,4,146.78,205.88,229.23,240.91,1,0,55,3
invade,place,invade place,100,1067,1.63,invaded the place,3.48,16,4,235.9,337.1,371.44,386.77,1,0,55,13
invade,planet,invade planet,100,1702,5.79,invade the planet,4.58,3,4,123.08,204.67,249.73,272.53,1,0,55,2
invade,privacy,invade privacy,100,9975,8.67,invade the privacy,1.5,2,4,60.69,97.554,110.21,116.38,1,0,55,1
invade,property,invade property,100,939,2.98,invade your property,3.9,5,4,209.32,300.52,334.86,350.85,1,0,55,6
invade,province,invade province,100,1312,6.02,invaded the province,3.1,2,4,164.32,251.99,287.44,305.64,1,0,55,1
invade,realm,invade realm,100,727,5.29,invaded the realm,2.96,3,4,143.34,219.54,249.71,264.07,1,0,55,2
invade,region,invade region,100,2072,5.3,invaded the region,3.19,5,4,226.7,354.01,422.65,462.14,1,0,55,5
invade,right,invade right,100,1574,3.01,invade the rights,3.47,8,4,191.92,277.76,311.67,326.78,1,0,55,7
invade,room,invade room,100,874,2.63,invaded the room,4.79,4,4,177.22,289.39,342.76,375.76,1,0,55,6
invade,site,invade site,100,767,2.28,invaded sites,4.56,3,4,252.6,368.9,411.88,434.34,1,0,55,18
invade,soldier,invade soldier,100,742,4.19,invading soldiers,4.72,2,4,146.17,236.65,278.07,301.43,1,0,55,5
invade,space,invade space,100,6810,5.67,invading their space,3.54,9,4,218.82,301.78,331.62,346.57,1,0,55,10
invade,state,invade state,100,1838,3.89,invaded the state,3.52,8,4,191.75,277.34,313.22,330.08,1,0,55,12
invade,system,invade system,100,1652,2.3,invade the central nervous system,2.94,9,4,223.61,330.78,374.49,401.55,1,0,55,36
invade,territory,invade territory,100,6334,7.73,invaded the territory,3.41,3,4,170.99,267.54,308.58,331.65,1,0,55,5
invade,thought,invade thought,100,772,3.46,invaded his thoughts,1.97,4,4,172.64,253.02,286.84,305.45,1,0,55,17
invade,time,invade time,100,806,0.09,invaded several times,3.07,10,4,273.83,408.51,469.17,512.74,1,0,55,50
invade,tissue,invade tissue,100,2429,6.56,invade other tissues,4.93,2,4,130.64,195.84,232.23,256.76,1,0,55,5
invade,town,invade town,100,2149,5.31,invaded the town,4.64,4,4,167.37,359.75,445.5,497.25,1,0,55,7
invade,troop,invade troop,100,1816,5.68,invading troops,4.34,4,4,43.961,69.395,84.425,94.045,1,0,55,6
invade,village,invade village,100,1605,5.31,invaded the village,4.89,3,4,197.9,320.64,384.5,419.84,1,0,55,6
invade,virus,invade virus,100,891,4.8,invading viruses,3.48,3,4,98.597,163.57,194.16,213.12,1,0,55,9
invade,world,invade world,100,3169,4.38,invade the world,4.36,8,4,202.2,309.66,360.98,390.98,1,0,55,28
juggle,account,juggle account,100,174,1.13,juggle multiple accounts,3.08,10,5,210.91,294.5,321.83,335.52,1,0,88,9
juggle,activity,juggle activity,100,346,1.46,juggling activities,2.72,6,5,227.17,320.91,359.98,381.47,1,0,88,10
juggle,aspect,juggle aspect,100,187,1.74,juggle the many aspects,1.82,5,5,198.61,282.3,321.48,346.47,1,0,88,3
juggle,assignment,juggle assignment,100,228,3.67,juggle multiple assignments,3.86,6,5,105.62,155.17,172.45,181.4,1,0,88,1
juggle,baby,juggle baby,100,289,2.73,juggling a baby,5.0,7,5,142.59,217.27,250.61,271.03,1,0,88,8
juggle,bag,juggle bag,100,226,2.51,juggling bags,4.9,9,5,145.54,219.91,255.08,276.69,1,0,88,15
juggle,balance,juggle balance,100,163,2.0,juggle the balance,2.89,12,5,132.32,196.87,226.81,247.01,1,0,88,6
juggle,ball,juggle ball,100,3627,5.87,juggling balls,5.0,12,5,152.85,224.94,253.8,268.96,1,0,88,26
juggle,bill,juggle bill,100,232,1.94,juggling bills,4.68,10,5,180.57,253.96,277.09,287.1,1,0,88,10
juggle,book,juggle book,100,297,0.54,juggling the books,4.9,11,5,222.59,338.67,394.89,426.22,1,0,88,15
juggle,bottle,juggle bottle,100,178,2.81,juggling bottles,4.91,3,5,120.42,183.22,217.03,239.9,1,0,88,12
juggle,budget,juggle budget,100,153,2.17,juggle budgets,3.14,2,5,107.41,155.85,174.75,190.35,1,0,88,7
juggle,business,juggle business,100,347,1.02,juggling business,3.28,9,5,153.74,238.14,275.17,295.29,1,0,88,18
juggle,call,juggle call,100,215,1.45,juggling calls,4.0,13,5,152.06,232.35,267.04,285.41,1,0,88,6
juggle,card,juggle card,100,140,0.76,juggling credit cards,4.9,11,5,148.11,207.64,231.41,245.34,1,0,88,11
juggle,care,juggle care,100,246,1.11,juggling child care,2.33,6,5,132.07,198.98,226.0,243.29,1,0,88,1
juggle,career,juggle career,100,1859,4.8,juggling a career,2.54,2,5,185.6,286.27,327.76,349.0,1,0,88,10
juggle,cast,juggle cast,100,191,3.81,juggles a large cast,3.92,9,5,135.02,191.93,213.22,223.99,1,0,88,1
juggle,chainsaw,juggle chainsaw,100,260,6.27,juggling chainsaws,4.9,1,5,24.628,35.94,41.512,45.366,1,0,88,1
juggle,challenge,juggle challenge,100,270,1.38,juggling the challenges,2.11,5,5,158.7,224.89,250.88,263.63,1,0,88,9
juggle,character,juggle character,100,336,1.72,juggling characters,2.93,9,5,277.35,405.34,452.72,475.45,1,0,88,14
juggle,child,juggle child,100,418,0.86,juggling children,4.78,4,5,201.04,295.22,346.37,384.22,1,0,88,21
juggle,childcare,juggle childcare,100,339,6.49,juggling childcare,3.73,1,5,47.102,67.839,77.249,82.456,1,0,88,1
juggle,class,juggle class,100,480,2.22,juggling classes,3.85,8,5,195.01,290.22,321.92,336.94,1,0,88,7
juggle,client,juggle client,100,210,1.81,juggling multiple clients,3.9,3,5,115.13,202.44,243.7,267.64,1,0,88,4
juggle,club,juggle club,100,514,3.77,juggling clubs,3.78,7,5,243.73,343.32,386.17,409.6,1,0,88,5
juggle,commitment,juggle commitment,100,832,4.48,juggling commitments,1.74,5,5,155.9,224.41,251.61,268.44,1,0,88,3
juggle,date,juggle date,100,144,1.0,juggling dates,3.9,8,5,224.11,324.69,358.45,374.86,1,0,88,7
juggle,deadline,juggle deadline,100,202,3.81,juggling deadlines,2.66,1,5,113.93,161.38,179.32,188.81,1,0,88,2
juggle,demand,juggle demand,100,1709,4.82,juggling the demands of,2.2,5,5,175.66,257.9,291.88,309.12,1,0,88,13
juggle,dozen,juggle dozen,100,234,3.74,juggling dozens of,4.66,1,5,85.146,175.8,224.4,253.77,1,0,88,2
juggle,duty,juggle duty,100,648,3.96,juggling the duties,2.19,3,5,140.95,207.04,235.19,248.69,1,0,88,6
juggle,egg,juggle egg,100,153,2.44,juggling eggs,4.97,3,5,124.85,178.59,202.35,217.95,1,0,88,9
juggle,element,juggle element,100,203,1.31,juggles elements,3.63,7,5,214.49,312.21,360.35,389.13,1,0,88,9
juggle,enemy,juggle enemy,100,210,2.66,juggle enemies,2.83,4,5,148.22,227.71,259.5,276.9,1,0,88,13
juggle,family,juggle family,100,1084,3.18,juggling family,4.23,8,5,241.61,347.92,387.48,407.58,1,0,88,11
juggle,figure,juggle figure,100,169,1.5,juggle the figures,3.63,13,5,240.7,334.73,370.72,387.06,1,0,88,4
juggle,finance,juggle finance,100,217,4.36,juggling finances,3.36,3,5,73.789,118.42,137.74,149.15,1,0,88,2
juggle,fire,juggle fire,100,175,1.87,juggling fire,4.68,9,5,142.33,217.4,250.15,268.89,1,0,88,13
juggle,hat,juggle hat,100,192,3.48,juggling many hats,4.88,2,5,87.277,125.25,147.49,171.25,1,0,88,3
juggle,idea,juggle idea,100,235,0.0,juggling ideas,1.61,5,5,186.11,292.47,339.77,365.76,1,0,88,31
juggle,identity,juggle identity,100,149,2.19,juggle multiple identities,2.0,4,5,150.51,209.73,235.52,249.54,1,0,88,5
juggle,interest,juggle interest,100,205,0.72,juggle the interests,1.8,7,5,176.83,268.45,304.88,322.86,1,0,88,14
juggle,issue,juggle issue,100,284,0.06,juggle issues,2.37,11,5,174.52,308.87,366.65,399.06,1,0,88,16
juggle,item,juggle item,100,184,0.8,juggling items,4.41,5,5,197.78,301.7,343.31,365.49,1,0,88,15
juggle,job,juggle job,100,3217,4.0,juggling jobs,3.19,13,5,150.01,217.49,243.64,255.31,1,0,88,8
juggle,kid,juggle kid,100,580,2.94,juggling kids,4.56,5,5,142.79,214.98,258.8,288.66,1,0,88,11
juggle,knife,juggle knife,100,339,4.47,juggling knives,4.9,3,5,92.137,132.92,155.86,174.34,1,0,88,8
juggle,life,juggle life,100,2156,3.04,juggling life,2.69,14,5,228.25,333.37,374.48,396.14,1,0,88,27
juggle,line,juggle line,100,313,0.97,juggling lines,4.5,30,5,253.42,357.41,397.32,421.22,1,0,88,42
juggle,lineup,juggle lineup,100,208,4.58,juggle the lineup,3.79,2,5,93.04,166.17,192.35,205.36,1,0,88,2
juggle,load,juggle load,100,271,3.1,juggling a full course load,3.63,9,5,139.13,209.14,235.35,251.18,1,0,88,10
juggle,lot,juggle lot,100,1355,1.78,juggling a lot of,3.7,7,5,144.92,243.93,294.05,322.54,1,0,88,34
juggle,motherhood,juggle motherhood,100,430,6.97,juggling motherhood,3.0,1,5,35.227,55.697,64.364,69.352,1,0,88,1
juggle,need,juggle need,100,567,1.65,juggling the needs,1.69,4,5,166.74,256.31,305.55,332.02,1,0,88,4
juggle,number,juggle number,100,894,1.43,juggling a number,3.3,11,5,198.05,280.36,322.92,351.63,1,0,88,36
juggle,object,juggle object,100,275,2.0,juggling objects,3.66,5,5,227.43,320.07,354.24,371.31,1,0,88,11
juggle,obligation,juggle obligation,100,232,3.26,juggling family obligations,2.04,5,5,97.362,144.55,167.46,180.68,1,0,88,1
juggle,opponent,juggle opponent,100,252,3.65,juggle the opponent,3.52,2,5,176.66,283.87,330.83,357.57,1,0,88,12
juggle,order,juggle order,100,152,0.51,juggle the order,2.79,15,5,200.56,276.77,305.55,320.28,1,0,88,8
juggle,phone,juggle phone,100,189,2.08,juggled the phone,4.86,3,5,132.03,200.44,232.92,254.36,1,0,88,8
juggle,plate,juggle plate,100,277,3.4,juggling plates,4.77,15,5,166.84,231.74,255.92,275.74,1,0,88,8
juggle,plot,juggle plot,100,138,2.8,juggling plots,3.14,4,5,152.98,228.72,255.26,268.78,1,0,88,5
juggle,position,juggle position,100,163,0.41,juggling positions,2.62,16,5,229.38,325.34,362.4,380.34,1,0,88,11
juggle,pressure,juggle pressure,100,189,1.67,juggle the pressures,3.07,7,5,191.44,287.36,318.12,333.55,1,0,88,4
juggle,priority,juggle priority,100,891,4.63,juggle multiple priorities,1.76,2,5,123.25,177.58,200.49,213.43,1,0,88,2
juggle,project,juggle project,100,1762,3.32,juggle multiple projects,3.62,2,5,170.17,284.97,344.87,374.52,1,0,88,19
juggle,relationship,juggle relationship,100,423,1.93,juggling relationships,2.8,4,5,256.77,383.37,435.58,473.39,1,0,88,10
juggle,resource,juggle resource,100,201,0.98,juggling resources,2.55,3,5,166.52,241.94,269.95,282.85,1,0,88,7
juggle,responsibility,juggle responsibility,100,2651,5.39,juggling multiple responsibilities,1.4,3,5,139.46,206.54,231.4,249.11,1,0,88,6
juggle,role,juggle role,100,1438,3.03,juggling multiple roles,2.19,4,5,246.23,352.95,394.79,417.68,1,0,88,6
juggle,schedule,juggle schedule,100,1608,5.78,juggling schedules,3.48,2,5,127.18,192.09,216.69,229.17,1,0,88,1
juggle,school,juggle school,100,912,3.12,juggling school,4.79,7,5,149.12,280.27,350.18,390.54,1,0,88,7
juggle,set,juggle set,100,142,0.55,juggle two sets,3.41,13,5,195.14,287.11,323.46,341.74,1,0,88,8
juggle,storyline,juggle storyline,100,144,4.51,juggles multiple storylines,2.78,1,5,105.49,150.08,168.09,179.52,1,0,88,1
juggle,study,juggle study,100,561,2.29,juggling study,3.7,10,5,170.51,280.01,333.13,360.44,1,0,88,5
juggle,stuff,juggle stuff,100,156,1.26,juggling stuff,3.13,7,5,154.36,228.68,256.01,270.5,1,0,88,15
juggle,task,juggle task,100,1844,4.79,juggle multiple tasks,2.84,2,5,157.09,222.68,251.04,266.5,1,0,88,2
juggle,thing,juggle thing,100,1558,1.61,juggle things,3.17,12,5,143.55,268.8,339.04,370.97,1,0,88,51
juggle,time,juggle time,100,999,0.42,juggling time,3.07,10,5,273.83,408.51,469.17,512.74,1,0,88,50
juggle,title,juggle title,100,148,1.01,TitleExchange -- juggle titles within FCS,3.32,10,5,204.83,284.61,311.28,324.35,1,0,88,10
juggle,torch,juggle torch,100,194,4.87,juggling flaming torches,4.76,4,5,50.921,79.913,91.892,98.978,1,0,88,3
juggle,training,juggle training,100,159,1.31,juggling training,3.3,2,5,163.81,231.65,262.02,280.95,1,0,88,1
juggle,variety,juggle variety,100,294,2.02,juggle a variety of,2.13,6,5,189.87,293.84,344.92,372.87,1,0,88,7
juggle,woman,juggle woman,100,161,0.06,juggling two women,4.46,4,5,176.89,278.3,349.75,390.06,1,0,88,19
juggle,word,juggle word,100,173,0.04,juggle words,3.56,10,5,247.83,371.55,418.36,446.17,1,0,88,25
juggle,work,juggle work,100,4792,3.86,juggling work,3.48,7,5,272.87,386.54,424.55,447.82,1,0,88,22
juggle,workload,juggle workload,100,254,5.12,juggle the workload,3.52,1,5,65.388,91.807,103.0,108.9,1,0,88,1
kick,addiction,kick addiction,100,1653,6.25,kick the addiction,2.85,3,8,63.751,106.06,123.49,134.14,1,0,88,3
kick,ass,kick ass,100,61463,11.09,kicking ass,4.67,6,8,37.16,64.015,75.824,81.701,1,0,88,3
kick,back,kick back,100,1583,4.96,kicking the back,4.33,9,8,202.43,294.7,348.59,382.6,1,0,88,9
kick,bag,kick bag,100,874,4.03,kicking a bag,4.9,9,8,145.54,219.91,255.08,276.69,1,0,88,15
kick,ball,kick ball,100,29527,8.6,kick the ball,5.0,12,8,152.85,224.94,253.8,268.96,1,0,88,26
kick,behind,kick behind,100,888,5.62,kicked a behind,3.48,1,8,10.789,14.969,16.38,17.157,1,0,88,1
kick,bit,kick bit,100,696,1.59,kick a bit,3.27,11,8,192.43,300.42,350.38,380.06,1,0,88,29
kick,body,kick body,100,903,2.74,kicked the body,4.79,11,8,237.41,335.77,373.18,393.77,1,0,88,40
kick,boot,kick boot,100,841,4.98,kicking boots,4.96,7,8,86.528,135.03,162.14,180.35,1,0,88,2
kick,booty,kick booty,100,648,5.21,kick some booty,4.36,1,8,38.375,55.066,61.903,65.482,1,0,88,1
kick,box,kick box,100,632,3.21,kicked the box,4.9,10,8,185.98,265.79,297.28,315.78,1,0,88,8
kick,boy,kick boy,100,791,3.69,kicked the boy,4.76,4,8,118.02,242.69,304.06,336.23,1,0,88,7
kick,bucket,kick bucket,100,6257,8.16,kick the bucket,4.96,2,8,66.372,104.65,128.41,142.79,1,0,88,2
kick,butt,kick butt,100,27377,10.3,kicking butt,4.75,9,8,70.53,98.036,108.37,113.8,1,0,88,3
kick,campaign,kick campaign,100,604,3.18,campaign kicked,3.0,4,8,234.82,326.5,365.57,390.31,1,0,88,8
kick,can,kick can,100,3036,6.96,kick the can,4.55,6,8,58.316,89.046,104.16,112.97,1,0,88,2
kick,car,kick car,100,835,2.56,kicking cars,4.89,5,8,146.58,271.86,328.14,362.93,1,0,88,26
kick,cat,kick cat,100,877,4.56,kick the cat,4.86,8,8,96.279,168.48,214.51,248.96,1,0,88,4
kick,chair,kick chair,100,1468,5.25,kicked the chair,4.58,5,8,202.61,287.24,317.47,333.33,1,0,88,7
kick,child,kick child,100,854,1.81,kicking children,4.78,4,8,201.04,295.22,346.37,384.22,1,0,88,21
kick,conversion,kick conversion,100,1483,5.75,kicked the conversion,2.46,9,8,128.36,177.89,197.45,208.5,1,0,88,1
kick,crap,kick crap,100,2741,6.8,kick the crap out of,3.67,2,8,44.493,77.799,90.095,95.923,1,0,88,3
kick,day,kick day,100,1211,1.96,kick the day,3.92,10,8,202.17,322.8,424.94,489.25,1,0,88,31
kick,dirt,kick dirt,100,1623,6.17,kicking dirt,4.86,4,8,78.603,111.19,127.04,138.24,1,0,88,4
kick,dog,kick dog,100,3192,5.55,kick the dog,4.85,7,8,104.88,197.0,248.38,285.38,1,0,88,10
kick,door,kick door,100,9371,6.68,kicked the door,4.81,5,8,145.33,240.25,284.65,309.98,1,0,88,14
kick,dust,kick dust,100,1217,5.62,dust kicked,4.4,3,8,87.632,148.3,174.03,189.46,1,0,88,4
kick,duty,kick duty,100,872,3.97,the kicking duties,2.19,3,8,140.95,207.04,235.19,248.69,1,0,88,6
kick,event,kick event,100,814,2.18,event was kicked off,2.69,4,8,226.3,317.53,360.62,385.59,1,0,88,19
kick,foot,kick foot,100,6155,6.29,kick your feet,4.9,11,8,236.46,337.5,383.01,409.62,1,0,88,23
kick,football,kick football,100,3303,6.79,kicking a football,4.73,2,8,56.975,106.34,140.5,160.87,1,0,88,2
kick,game,kick game,100,5380,4.27,the kicking game,4.5,11,8,197.97,310.04,362.54,399.13,1,0,88,35
kick,girl,kick girl,100,671,2.93,kicked the girl,4.85,5,8,134.18,267.25,335.11,371.05,1,0,88,7
kick,goal,kick goal,100,32912,7.97,kicked a field goal,3.06,4,8,186.1,266.96,303.41,324.86,1,0,88,6
kick,guy,kick guy,100,1881,4.47,kick a guy,4.68,3,8,158.9,243.11,283.09,309.25,1,0,88,10
kick,habit,kick habit,100,10490,8.1,kick the habit,2.76,6,8,124.43,184.5,207.67,221.79,1,0,88,3
kick,head,kick head,100,1632,3.67,head kicked,4.75,33,8,299.95,421.51,474.88,503.64,1,0,88,28
kick,heel,kick heel,100,2036,6.58,kicking his heels,4.86,6,8,100.78,142.47,159.72,169.94,1,0,88,1
kick,hell,kick hell,100,705,4.57,kick the hell out of,2.41,6,8,104.67,147.82,166.05,175.55,1,0,88,3
kick,hole,kick hole,100,781,3.81,kick a hole,4.81,8,8,152.7,225.93,256.73,271.99,1,0,88,7
kick,horse,kick horse,100,1575,5.08,kicked his horse,5.0,5,8,142.0,208.53,244.99,274.44,1,0,88,4
kick,idea,kick idea,100,1175,2.25,kicking the idea,1.61,5,8,186.11,292.47,339.77,365.76,1,0,88,31
kick,issue,kick issue,100,648,1.18,kick the issue,2.37,11,8,174.52,308.87,366.65,399.06,1,0,88,16
kick,kid,kick kid,100,1089,3.6,kicking kids,4.56,5,8,142.79,214.98,258.8,288.66,1,0,88,11
kick,kind,kick kind,100,583,1.89,kicks all kinds of,2.07,1,8,133.27,291.79,361.24,396.17,1,0,88,12
kick,leg,kick leg,100,8589,7.45,kicking leg,4.83,9,8,134.48,212.33,256.38,294.07,1,0,88,17
kick,lot,kick lot,100,1346,1.72,kick a lot,3.7,7,8,144.92,243.93,294.05,322.54,1,0,88,34
kick,machine,kick machine,100,638,2.99,machine kicked,4.25,6,8,162.99,247.75,283.25,305.85,1,0,88,14
kick,man,kick man,100,3549,3.86,kick a man,4.79,11,8,192.73,336.5,412.7,455.21,1,0,88,37
kick,member,kick member,100,581,1.32,kick members,3.07,5,8,208.76,325.3,372.4,397.51,1,0,88,10
kick,night,kick night,100,701,3.0,kicked the night,4.52,8,8,159.19,285.53,366.7,433.96,1,0,88,4
kick,officer,kick officer,100,927,3.79,kicked the officer,4.8,4,8,200.25,288.09,326.95,352.01,1,0,88,3
kick,opponent,kick opponent,100,961,4.82,kicking an opponent,3.52,2,8,176.66,283.87,330.83,357.57,1,0,88,12
kick,penalty,kick penalty,100,2290,5.92,kicked a penalty,2.86,4,8,122.22,175.88,196.83,207.99,1,0,88,4
kick,people,kick people,100,5667,3.29,kick people,4.82,4,8,190.25,264.24,315.17,343.14,1,0,88,39
kick,person,kick person,100,795,2.33,kick the person,4.72,3,8,154.72,265.14,314.69,341.74,1,0,88,9
kick,player,kick player,100,2050,3.89,kick players,4.15,5,8,226.69,338.56,382.77,407.1,1,0,88,13
kick,point,kick point,100,4714,4.17,kicked the extra point,3.39,26,8,249.95,349.67,391.1,417.02,1,0,88,21
kick,problem,kick problem,100,716,1.01,kick the problem,2.68,3,8,202.61,312.71,353.01,375.03,1,0,88,16
kick,project,kick project,100,618,1.7,project was kicked,3.62,2,8,170.17,284.97,344.87,374.52,1,0,88,19
kick,puppy,kick puppy,100,1443,5.99,kicked puppy,4.78,2,8,35.452,72.982,92.58,104.52,1,0,88,1
kick,rock,kick rock,100,1920,5.64,kick rocks,4.91,7,8,225.91,320.78,360.6,382.06,1,0,88,10
kick,sand,kick sand,100,1851,6.27,kicking sand,5.0,3,8,108.99,181.25,218.31,244.76,1,0,88,2
kick,score,kick score,100,770,3.73,kick a winning score,3.38,11,8,167.83,233.52,262.1,278.42,1,0,88,6
kick,season,kick season,100,1597,4.15,season kicked off,3.32,3,8,247.21,364.08,408.66,437.05,1,0,88,8
kick,seat,kick seat,100,784,3.7,kicking my seat,4.78,9,8,185.24,254.59,276.31,286.81,1,0,88,4
kick,shit,kick shit,100,3027,6.77,kick the shit out of,4.33,6,8,42.891,71.102,83.074,90.257,1,0,88,6
kick,shoe,kick shoe,100,1542,5.44,kick your shoes,4.97,4,8,83.429,129.65,161.22,186.45,1,0,88,4
kick,side,kick side,100,770,3.14,side kicked,3.68,12,8,242.69,366.37,436.59,477.44,1,0,88,25
kick,start,kick start,100,1472,4.72,to kick start,2.71,8,8,203.7,332.36,385.66,416.03,1,0,88,1
kick,step,kick step,100,1102,2.94,kicking steps,4.54,11,8,175.69,242.88,266.57,278.07,1,0,88,3
